onset	duration	trial_type	timestamp_lsl	marker	response_accuracy	difficulty_range	nback_n	keypress	matched	outcome	istutorial	dropped_samples	marker_stream
0.723254	0.000000	dropped_samples	4284.197590	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
0.749847	0.000000	dropped_samples	4284.224183	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
0.751214	0.000000	dropped_samples	4284.225550	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
0.791273	0.000000	dropped_samples	4284.265609	Dropped 5 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	5	UoHDataOffsetStream
1.486710	0.000000	dropped_samples	4284.961046	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
2.146322	0.000000	dropped_samples	4285.620658	Dropped 2 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	2	UoHDataOffsetStream
2.255372	0.000000	dropped_samples	4285.729708	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
2.309938	0.000000	dropped_samples	4285.784274	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
2.353716	0.000000	dropped_samples	4285.828052	Dropped 24 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	24	UoHDataOffsetStream
2.860652	0.000000	dropped_samples	4286.334988	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
2.919921	0.000000	dropped_samples	4286.394257	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
2.981984	0.000000	dropped_samples	4286.456320	Dropped 7 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	UoHDataOffsetStream
3.027519	0.000000	dropped_samples	4286.501855	Dropped 7 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	UoHDataOffsetStream
3.536661	0.000000	dropped_samples	4287.010997	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
3.634118	0.000000	dropped_samples	4287.108454	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
3.635535	0.000000	dropped_samples	4287.109871	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
3.672054	0.000000	dropped_samples	4287.146390	Dropped 7 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	7	UoHDataOffsetStream
4.802506	0.000000	dropped_samples	4288.276842	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
4.891824	0.000000	dropped_samples	4288.366160	Dropped 6 samples	n/a	n/a	n/a	n/a	n/a	n/a	n/a	6	UoHDataOffsetStream
