onset	duration	trial_type	timestamp_lsl	marker	response_accuracy	nback_level	key_press	matched	outcome	istutorial	dropped_samples	marker_stream
0.850560	0.012000	dropped_samples	2993.455455	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
1.236213	0.004000	dropped_samples	2993.841108	Dropped 1 samples	n/a	n/a	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
7.403337	0.012000	dropped_samples	3000.008231	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
7.808469	0.012000	dropped_samples	3000.413363	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
8.796248	0.012000	dropped_samples	3001.401143	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
8.843683	0.008000	dropped_samples	3001.448577	Dropped 2 samples	n/a	n/a	n/a	n/a	n/a	n/a	2	UoHDataOffsetStream
9.444239	0.012000	dropped_samples	3002.049134	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
11.700113	0.004000	dropped_samples	3004.305007	Dropped 1 samples	n/a	n/a	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
12.828167	0.012000	dropped_samples	3005.433061	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
13.882745	0.004000	dropped_samples	3006.487639	Dropped 1 samples	n/a	n/a	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
15.225486	0.008000	dropped_samples	3007.830381	Dropped 2 samples	n/a	n/a	n/a	n/a	n/a	n/a	2	UoHDataOffsetStream
15.513587	0.012000	dropped_samples	3008.118481	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
15.635712	0.004000	dropped_samples	3008.240606	Dropped 1 samples	n/a	n/a	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
15.752871	0.004000	dropped_samples	3008.357765	Dropped 1 samples	n/a	n/a	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
16.905235	0.004000	dropped_samples	3009.510129	Dropped 1 samples	n/a	n/a	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
19.645059	0.004000	dropped_samples	3012.249953	Dropped 1 samples	n/a	n/a	n/a	n/a	n/a	n/a	1	UoHDataOffsetStream
20.313383	0.012000	dropped_samples	3012.918278	Dropped 3 samples	n/a	n/a	n/a	n/a	n/a	n/a	3	UoHDataOffsetStream
22.574928	0.000000	started_tutorial_n_back	3015.179822	Started tutorial n-back	n/a	n/a	n/a	n/a	n/a	true	n/a	n-backMarkers
